Nazwa,Telefon,Adres,"Godziny otwarcia","Strona internetowa","Opinia 1","Opinia 2","Opinia 3","Opinia 4","Opinia 5","Opinia 6",Typ,"Wysokość cen",Latitude,Longitude
"Świat Bursztynu. Sklep z biżuterią","61 859 66 88","Półwiejska 42, 61-001 Poznań, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–18:00, niedziela: Zamknięte",,"Bardzo ciekawe wzory (kreatywne użycie bursztynu), miła i profesjonalna obsługa. Sklep godny polecenia!",,,,,,"jewelry_store, point_of_interest, store, establishment",,52.4022673,16.9256536
YES,"693 330 583","Matyi 2, 61-586 Poznań, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 09:00–20:00",https://yes.pl/,"Bardzo miła i serdeczna obsługa!  Profesjonalne podejście do klienta oraz wysoka kultura. Na pewno wrócę ponownie aby kupić biżuterię.","Serdecznie pozdrawiam Panią, która mnie dzisiaj (14.04) obsługiwała. Przemiła, uśmiechnięta i pomocna. Dostałam dokładnie ten pierścionek, który chciałam i wyszłam bardzo zadowolona.","Duży wybór przepięknej biżuterii. Zarowno Oloryginalne jak i klasyczne wzornictwo.  Zawsze spory zakres cenowy. Można kupić bardzo elegancką i drogą biżuterię,  jak i niedrogie drobiazgi.","Z całego serca polecam Salon. Duży wybór. Obsługa rewelacyjna. Lubię wracać do uśmiechniętych Pań.","Pani Aleksandra zdecydowanie jest sprzedawcą z powołania, doradza z sercem i wprowadza fantastyczną atmosferę do salonu. Zdecydowanie jest wzorem do naśladowania dla innych salonów w których miałam „przyjemność” być. Na pewno wrócę właśnie do tego salonu Yes w Avenidzie dla tak cudownej obsługi ❤️",,"jewelry_store, store, point_of_interest, establishment",,52.4013846,16.9136668
YES,"501 481 770","Bukowska 156, 60-189 Poznań, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Przemiłe zakupy dzięki Panu Mateuszowi. Pełen profesjonalizm, spokój, dobre doradztwo i miła atmosfera zakupów - to chyba wszystko czego potrzeba przy wyborze biżuterii.","Właściwi ludzie, na właściwym miejcu :) Profesjonalna obsługa","Super doradztwo, obsługa uprzejma i na najwyższym poziomie. Szczególne wrażenie robi jeden z Panów sprzedawców. Kulturalny i profesjonalny w każdym calu. Na pewno wrócę :)","Bardzo profesjonalne podejście do klienta. Fachowe doradztwo i przemiła obsługa. Mój pobyt w salonie Yes trwał mniej niż minute i wyszedłem z pięknym prezentem, który był po prostu strzałem w 10.  Pani Marta doradza doskonale. Polecam serdecznie! Od dziś to mój ulubiony salon.  Z pewnością wrócę jeszcze to salonu Yes w King Cross Marcelin.","Jestem zachwycona! :) Duży wybór biżuterii i profesjonalna obsługa. Dzisiaj przesympatyczna Pani Marta pomogła mi wybrać śliczne kolczyki i łańcuszek. Na pewno tam wrócę:) Polecam wszystkim!!",,"jewelry_store, store, point_of_interest, establishment",,52.41082,16.8615168
Claire's,"61 659 74 24","Unit 33 and 34 Poznan Plaza, Drużbickiego 2, 61-693 Poznań, Polska","poniedziałek: 09:30–21:00, wtorek: 09:30–21:00, środa: 09:30–21:00, czwartek: 09:30–21:00, piątek: 09:30–21:00, sobota: 09:30–21:00, niedziela: Zamknięte",https://stores.claires.com/pl/pl-wp/poznan/4215.html,"Byłam z 4letnią córką na przekłuwaniu uszu i bardzo polecam! Pełen profesjonalizm, wszystko dokładnie wytłumaczone, Pani menadżerka ze świetnym podejściem do dzieci. Obyło się bez płaczu. Poza tym ogromny wybór wszelakich drobiazgów. Zasłużone 5 gwiazdek!","Pani Menadżerka jest cudowną osobą, robiłam dziś dodatkowe kolczyki w uszach, mimo mojej obawy Pani Menadżerka porozmawiała ze mną na temat kolczyków, uświadomiła mnie o pielęgnacji oraz terminie zmiany kolczyków na nowe. Wszystko przebiegło sprawnie i z zachowaniem odpowiednich warunków. Polecam z całego serduszka wybór tego miejsca na przekłucie uszu. Na salonie panował porządek i wszystko na mega duży plus","Bardzo sympatyczne Panie ekspedientki, duży wybór różności i fajne promocje. Panie zasługują na pochwałę gdyż miały ze mną troszkę kłopotów (zamiana produktów) ale bardzo spokojnie i profesjonalnie podeszły do sprawy. Sklep bardzo zadbany i kolorowy co przyprawia o pozytywny zawrót głowy. Polecam 💎💎💎💎",,,,"jewelry_store, store, point_of_interest, establishment",2,52.4406859,16.9191395
Lilou,"573 786 510","Ogarna 126/127, 80-823 Gdańsk, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–17:00, niedziela: Zamknięte",https://lilou.pl/pl/butiki/6?utm_source=googlemaps&utm_medium=organic&utm_campaign=wizytowki,"Bardzo miła obsługa! Pomocne Panie ekspedientki. Doradziły jaki prezent wybrać dla świadkowej i to był strzał w 10. Przepiękny naszyjnik! Bardzo polecam!","Bardzo profesjonalna obsługa. Panie bardzo uśmiechnięte i pomocne. Zdecydowanie polecam.","Bardzo miła i kompleksowa obsługa,  Panie bez problemu wykonały dodatkową usługę.  Polecam","Panie bardzo pomocne, możliwość zrobienia graweru, biżuteria starannie zapakowana. Gorąco polecam 🥰","Miejsce, jak i produkty śliczne! Zamówienie wykonane w ciągu kilku minut (nie miałam żadnego powodu żeby przyczepić się do grawerunku ;) ), obsługa bardzo miła, pomocna i uprzejma! Polecam!",,"jewelry_store, store, point_of_interest, establishment",,54.3488062,18.6487287
"Jubiler Gdańsk","58 301 11 08","Kołodziejska 7/9B, 80-836 Gdańsk, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: Zamknięte, niedziela: Zamknięte",http://www.jubilermj.pl/,"Polecam z całego serca! Fachowa i miła obsługa. Poszedłem z drobnastką - skrócenie rzemyka w bransolecie Pandora. A zostałem potraktowany bardzo profesjonalnie i Pan wykazał się niezwykłą cierpliwością. Cena za usługę też bardzo atrakcyjna. Dziękuję i pozdrawiam!","Pan naprawił okulary, które były """"nie do naprawienia"""" według optykow. dziękuję bardzo! Polecam!","Pełen profesjonalizm. Przemiła i szybka obsluga. Rzecz niemożliwa załatwiona od ręki. Mistrzostwo w najlepszym wydaniu. Lubimy i polecamy usługi Pana Jacka. Agnieszka i Adam","Bardzo polecam, pełen profesjonalizm! Obsługa też super: pomocna i miła!!",,,"jewelry_store, finance, store, point_of_interest, establishment",,54.3509386,18.6502402
"A2 Jewellery","693 911 494","Mariacka 40/41, 80-833 Gdańsk, Polska","poniedziałek: Zamknięte, wtorek: 11:00–17:30, środa: 11:00–17:30, czwartek: 11:00–17:30, piątek: 11:00–17:30, sobota: 11:00–17:30, niedziela: 11:00–17:00",http://a2jewellery.com/,"Polecam, przepiękna biżuteria, bursztyny i nie tylko a przede wszystkim rewelacyjna obsługa. Weszliśmy do sklepu trochę przypadkowo, Pani ekspedientka dopiero otwierała. Nie mieliśmy zamiaru zakupu niczego, od progu wiadomo było, że chcemy tylko pooglądać sobie bursztyny. Nie wyglądaliśmy też na potencjalnych nabywców drogiej biżuterii. Nie mniej jednak Pani pokazała nam dwa sklepy, opowiadała o bursztynach, biżuterii itd z taką pasją i serdecznością do nas, że bardzo nas to urzekło. Finał był taki że wyszliśmy z pierścionkiem zakupionym tam bez żadnej presji na jakiekolwiek zakupy. Polecamy i pozdrawiamy. Pierścionek przepiękny!!!","Super miejsce polecam piękne działa sztuki z bursztynu","Obsługa jak zawsze na najwyższym poziomie. Zachwycające projekty biżuterii. Wrócimy tu jeszcze kolejny raz. Pozdrawiamy i polecamy.","Najlepsze w Polsce muzeum bursztynu. Ciekawe okazy, które warto zobaczyć",,,"jewelry_store, point_of_interest, store, establishment",,54.3497258,18.6553129
"GOLD-MONEY.PL SP. Z O.O.","739 222 262","Jana Heweliusza 11/819, 80-890 Gdańsk, Polska","poniedziałek: Czynne całą dobę, wtorek: Czynne całą dobę, środa: Czynne całą dobę, czwartek: Czynne całą dobę, piątek: Czynne całą dobę, sobota: Czynne całą dobę, niedziela: Czynne całą dobę",https://www.gold-money.pl/,"Mażna kupić piękną biżuterię i nie tylko.",,,,,,"jewelry_store, store, point_of_interest, establishment",,54.3564161,18.6501469
"OSTROWSKI DESIGN","692 460 025","Do Studzienki 3/1, 80-227 Gdańsk, Polska","poniedziałek: 09:00–16:00, wtorek: 09:00–18:00, środa: 09:00–16:00, czwartek: 09:00–16:00, piątek: 09:00–16:00, sobota: Zamknięte, niedziela: Zamknięte",http://www.ostrowskidesign.pl/,"Polecam z całego serca ! Wykonywałam u Pana Ostrowskiego obrączkę z diamentami i wyszła perfekcyjnie. Jubiler bardzo indywidualnie podchodzi do klienta i wykonał ją na podstawie wzornika, ale zmodyfikował ją w oparciu o moje wskazówki, dzięki czemu wyszła dokładnie tak jak chciałam.","Miejsce dla osób które chcą mieć wymarzone obrączki i nie tylko. Pracowania podjęła się ratowania pierścionka zaręczynowego, wywiązali się w sposób perfekcyjny👌 Obrączki zrobione bardzo szybko z największą starannością  :) ❤️  Bardzo bardzo dziękujemy i w 100% polecamy 🔝","Polecam serdecznie to miejsce, obrączki wykonane z niezywklą starannością, indywidualnie dopasowywane do klienta, a do tego dożywotnia gwarancja na wykonane przez jubilerów produkty. Obsługa szybka i sprawna, zmiana rozmiaru obrączki praktycznie tego samego dnia","Niesamowita przeróbka starej biżuteri na nowy przepiękny pierścionek i kolczyki dla córy na 18te urodziny!!! Szacun, w pełni polecam!!!","Decydując się na zaręczyny wiedziałem, iż moja przyszła narzeczona zasługuje na coś wyjątkowego. Pierścionek którego nie znajdzie się w tak zwanej zwykłej sieciówce. Długo szukałem zanim trafiłem do pracowni Pana Jacka. Mając doświadczenie z przeszłości przy sprzedaży diamentów dla firmy z Beneluxu dobrze wiedziałem czego oczekuje, potrzebowałem tylko kogoś kto mnie zrozumie i sprosta pedantycznemu podejściu do tematu pierścionka. Pan Jacek swoim profesjonalizmem wywarł na mnie ogromne wrażenie i nie zastanawiając się zbyt długo zdecydowałem się na współpracę. Ustaliliśmy wstępnie wielkość kamieni, ilość oraz ich parametry jak również wygląd pierścionka oraz wymogi które musi spełniać jak np: nie przeszkadzanie w jeździe konno itp. itd. Trochę tego było ... Umówiliśmy się również na wykonanie pierścionka próbnego abym mógł zobaczyć czy mi się spodoba oraz wprowadzić ewentualne zmiany, za co jestem Panu Jackowi niezmiernie wdzięczny. Próbny pierścionek wyszedł bardzo ładnie lecz czegoś mi w nim brakowało, zdecydowaliśmy się dołożyć dwa dodatkowe kamienie. Kiedy pierwszy raz ujrzałem gotowy pierścionek nie wiedziałem co powiedzieć - był IDEALNY ! Właśnie taki jak go sobie wyobrażałem, prawdziwe dzieło sztuki ! Pierścionek na palcu wygląda cudownie, moja narzeczona jest nim zachwycona, pasuje idealnie, nie przeszkadza w jeździe konno oraz innych codziennych czynnościach. Jesteśmy bardzo zadowoleni z efektu końcowego i na pewno niebawem wrócimy do pracowni Ostrowski Design aby wspólnie wybrać obrączki ślubne. Panu Jackowi bardzo dziękujemy za cały trud pracy oraz serce zaklęte w tym małym kamieniu. Z całego serca polecamy pracownie Ostrowski Design Pana Jacka wszystkim osobom które szukają czegoś wyjątkowego.",,"jewelry_store, point_of_interest, store, establishment",,54.3753562,18.6134694
YES,"691 711 482","Targ Sienny 7, 80-806 Gdańsk, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://yes.pl/,"Bardzo sympatyczna obsługa . Pani Kasia profesjonalistka w swojej dziedzinie , ze stoickim spokojem doradza przy wyborze biżuterii .Miła atmosfera sprawia, że  po raz kolejny chce się wrócić i kupić biżuterię  w tym sklepie . Polecam w 100% 🙂","Bardzo miła obsługa, cierpliwie doradzono mi wybór kolczyków. Przyszlam po jedne, kupilam drugie, za namową sprzedawczyni. I jestem zadowolona","Odbierałam swoje zamówienie internetowe. Pierwszy raz (ze wszystkich salonów) zaproponowano mi zmierzenie rzeczy już w salonie, co bardzo pozytywnie mnie zaskoczyło. Bardzo uprzejma obsługa. Bardzo polecam",,,,"jewelry_store, store, point_of_interest, establishment",,54.3493061,18.6433071
YES,"501 481 671","Rajska 10, 80-850 Gdańsk, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Sklep z biżuterią, wybór średni, jednak 5 gwiazdek za pełen profesjonalizm przy podejściu do klienta. Uczciwość to jest to co najbardziej cenię u sprzedawców.","Do tego salonu Yes wracamy bardzo chętnie, mimo iż inne mamy bliż j . Miło, przyjemnie, fachowo. Bardzo Polecamy!","Kupuję tutaj od lat i nie zamierzam tego zmieniać. Profesjonalizm w obsłudze klienta to pierwsze, z czym kojarzy mi się ten salon i jego zespół. Sam pracuję w sprzedaży już ponad 20lat, więc jestem wyczulony na kiepską obsługę. W tym salonie nie tylko zrealizują Wasze oczekiwania, ale bardzo często umiejętnie i kulturalnie Wam je uświadomią, bo są fachowcami od biżuterii i jej doboru. Brawo Pani Aniu, kolejny raz dziękuję i do zobaczenia. Pełna rekomendacja.","Zamawialiśmy z narzeczoną obrączki w salonie Yes w Madisonie. Obsługa jest fantastyczna, właścicielka pomogła nam dokonać wyboru, zamówiliśmy obrączki tydzień później. Panie ekspedientki znają się na rzeczy, nie budują dystansu, ale też nie są nachalne, wspierają dokonywanie świadomych decyzji przez klienta. Obie wizyty przebiegły w bardzo miłej, rodzinnej atmosferze. Polecamy !!!!","Świetna obsługa",,"jewelry_store, point_of_interest, store, establishment",,54.3564868,18.6488738
"Odlewnictwo biżuterii","58 344 01 96","Bolesława Chrobrego 7, 80-423 Gdańsk, Polska",,,,,,,,,"jewelry_store, point_of_interest, store, establishment",,54.3841276,18.616223
Ambergifts.shop,"509 058 804","Juraty 24, 80-299 Gdańsk, Polska","poniedziałek: 09:00–17:00, wtorek: 09:00–17:00, środa: 09:00–17:00, czwartek: 09:00–17:00, piątek: 09:00–17:00, sobota: Zamknięte, niedziela: Zamknięte",https://www.ambergifts.shop/,"Polecam z całego serca zadowolenia mojej mamy bezcenne 💕","Ekspresowa wysyłka :)","Zamówiłem piękny świecznik na urodziny mojej babci i byłem nie tylko oszołomiony pięknem i jakością produktu, ale szczególnie zdumiony doskonałą obsługą klienta. Na urodziny dodali piękną, ręcznie napisaną kartkę i nawet kilka dodatkowych kawałków bursztynu. Zwłaszcza w czasach Amazona ten poziom spersonalizowanej obsługi wydaje się niespotykany, to zdecydowanie nie ostatni raz, kiedy tu zamawiam","Bardzo przyjazny i gościnny. Bardzo szybka dostawa. Świetne, gorąco polecam.",,,"jewelry_store, point_of_interest, store, establishment",,54.436173,18.468528
Verona,"697 240 744","aleja Rzeczypospolitej 33, 80-463 Gdańsk, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://verona.pl/,"Bardzo polecam! Świetna profesjonalna obsługa❤️ przepiękne biżuterię oraz polecam panią Paulinę, która  potrafi doradzać klientom","Pierścionki przepiękne tak jak reszta biżuterii a obsługa na najwyższym poziomie. Miejsce godne polecenia.","Polecam!!! Obsługa na najwyższym poziomie, Pani Aleksandra potrafi świetnie doradzić, ma niesamowitą wiedzę i wyczucie stylu, pełen profesjonalizm. Uwielbiam tam wracać! Z czystym sercem polecam ten salon!","Jestem bardzo zadowolona z zakupów w tym salonie. Kupiłam tam piękny wisiorek ze złota, który pasuje do każdej stylizacji. Obsługa była bardzo miła i profesjonalna, a ceny przystępne. Polecam wszystkim, którzy szukają wysokiej jakości biżuterii i chcą się poczuć wyjątkowo. Verona to najlepszy wybór!","Polecam. Obsługa na najwyższym poziomie. Bardzo duży wybór biżuterii.",,"jewelry_store, store, point_of_interest, establishment",,54.389678,18.609837
"Gdańsk Wrzeszcz - Lombard & Sklep Jubilerski GOLD MONEY","535 416 414","Romana Dmowskiego 7B, 80-243 Gdańsk, Polska","poniedziałek: 08:00–21:00, wtorek: 08:00–21:00, środa: 08:00–21:00, czwartek: 08:00–21:00, piątek: 08:00–21:00, sobota: 08:00–21:00, niedziela: Zamknięte",https://www.lombardgm.pl/,"Bardzo kompetentna i mile nastawiona obsługa. Zastawiałam tam złotą biżuterię, Pani zaproponowała mi więcej niż chciałam, dodatkowo przy odbiorze dostałam rabat dla nowych klientów i nie zapłaciłam odsetek. Polecam!","Bardzo polecam ten lombard. Bogaty asortyment w atrakcyjnych cenach, zgodnych z ich stanem, obsługa bardzo miła i profesjonalna. Super!!!",,,,,"jewelry_store, finance, point_of_interest, store, establishment",,54.379448,18.607818
